Full_Sku,Parent_Sku,Child_Sku,Detail_Image_Name,Thumbnail_Image_Name,New_Product,Product_Category,Product_Name,Available_Options,Weight_lb,MSRP,MAP,MAP_%,Wholesale_Price,Box_Width_in,Box_Length_in,Box_Height_in,Number_of_Boxes,Ships_in_Own_Box,Country_Of_Origin,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Description_7,Description_8,Description_9,Description_10,Description_11,Description_12,Description_13,Description_14,Description_15,Description_16,
G502 21.0 ,G502,21.0,G502.JPG,G502.JPG,,McDermott Cues,McDermott - G502 ,21.0 oz ,1.4,$520.00,$442.00,15%,$286.00,0,0,0,1,No,Made in USA,Tip: 13mm Tiger Everest 10 layered laminated pig skin,"Ferrule: 1/4"" Juma (made in Germany)","Shaft: 29"" hard rock maple G-Core shaft, 10 - 12"" pro taper",Joint: Flat faced stainless steel,Pin: Stainless steel 3/8x10,"Rings: German brass rings on shaft and forearm, double brass ring on butt sleeve",Collar: Stainless steel,Forearm: Birdseye maple with four recon ebony inlaid points which have pearl notched diamonds also inlaid in the points,Wrap: Lizard embossed Italian leather ,Sleeve: Recon ebony stained maple with twelve inlaid notched diamonds and dots ,Plate: Black with gold McDermott logo,Bumper: Black rubber,Additional Info:,Removable weight bolts,Lifetime warranty,,
G505 18.0 ,G505,18.0,G505.JPG,G505.JPG,YES,McDermott Cues,McDermott - G505 ,18 oz. ,1.4,$550.00,$467.50,15%,$302.50,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with gold rings encasing white pearl band,Collar: Stainless Steel,Forearm: Birdseye Maple with six Recon Ebony with green Dymondwood points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Pearl rose inlay with brass stem and green Dymondwood leaves ,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G505 19.0 ,G505,19.0,G505.JPG,G505.JPG,YES,McDermott Cues,McDermott - G505 ,19 oz. ,1.4,$550.00,$467.50,15%,$302.50,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with gold rings encasing white pearl band,Collar: Stainless Steel,Forearm: Birdseye Maple with six Recon Ebony with green Dymondwood points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Pearl rose inlay with brass stem and green Dymondwood leaves ,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G505 20.0 ,G505,20.0,G505.JPG,G505.JPG,YES,McDermott Cues,McDermott - G505 ,20 oz. ,1.4,$550.00,$467.50,15%,$302.50,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with gold rings encasing white pearl band,Collar: Stainless Steel,Forearm: Birdseye Maple with six Recon Ebony with green Dymondwood points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Pearl rose inlay with brass stem and green Dymondwood leaves ,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G505 21.0 ,G505,21.0,G505.JPG,G505.JPG,YES,McDermott Cues,McDermott - G505 ,21 oz. ,1.4,$550.00,$467.50,15%,$302.50,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with gold rings encasing white pearl band,Collar: Stainless Steel,Forearm: Birdseye Maple with six Recon Ebony with green Dymondwood points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Pearl rose inlay with brass stem and green Dymondwood leaves ,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G603 18.0 ,G603,18.0,G603.JPG,G603.JPG,YES,McDermott Cues,McDermott - G603 ,18 oz. ,1.4,$675.00,$573.75,15%,$371.25,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with silver rings encasing green band,Collar: Stainless Steel,Forearm: Recon Ebony with Birdseye maple and green stained Dymondwood points and McDermott clovers,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Birdseye maple and green stained Dymondwood McDermott clovers,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G603 19.0 ,G603,19.0,G603.JPG,G603.JPG,YES,McDermott Cues,McDermott - G603 ,19 oz. ,1.4,$675.00,$573.75,15%,$371.25,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with silver rings encasing green band,Collar: Stainless Steel,Forearm: Recon Ebony with Birdseye maple and green stained Dymondwood points and McDermott clovers,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Birdseye maple and green stained Dymondwood McDermott clovers,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G603 20.0 ,G603,20.0,G603.JPG,G603.JPG,YES,McDermott Cues,McDermott - G603 ,20 oz. ,1.4,$675.00,$573.75,15%,$371.25,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with silver rings encasing green band,Collar: Stainless Steel,Forearm: Recon Ebony with Birdseye maple and green stained Dymondwood points and McDermott clovers,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Birdseye maple and green stained Dymondwood McDermott clovers,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G603 21.0 ,G603,21.0,G603.JPG,G603.JPG,YES,McDermott Cues,McDermott - G603 ,21 oz. ,1.4,$675.00,$573.75,15%,$371.25,0,0,0,1,No,Made in USA,"Tip: 13mm, Tiger Everest tip",Ferrule: Ivorene,"Shaft: 29"" G-Core technology, CT Technology, Triple layer design",Joint: Flat faced wood-to-wood,"Pin: 3/8""x10",Rings: Black collar with silver rings encasing green band,Collar: Stainless Steel,Forearm: Recon Ebony with Birdseye maple and green stained Dymondwood points and McDermott clovers,Wrap: Lizard embossed Italian leather wrap,Sleeve: Recon Ebony with Birdseye maple and green stained Dymondwood McDermott clovers,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G701 18.0 ,G701,18.0,G701.JPG,G701.JPG,YES,McDermott Cues,McDermott - G701 ,18 oz. ,1.4,$735.00,$624.75,15%,$404.25,0,0,0,1,No,Made in USA,"Tip: 12.75, Medium Moori tip",Ferrule: Ivorene 3 ,"Shaft: 29"" McDermott I2 Inner Carbon Technology, 10-12"" pro taper",Joint: Flat faced wood-to-wood,Pin: McDermott Quick-Release,Rings: Black collar with gold rings encasing cream band,Collar: Stainless Steel,Forearm: Cocobolo wood with Box Elder Burl and cream floating points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Cocobolo wood with Box Elder Burl and cream floating inlays,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G701 19.0 ,G701,19.0,G701.JPG,G701.JPG,YES,McDermott Cues,McDermott - G701 ,19 oz ,1.4,$735.00,$624.75,15%,$404.25,0,0,0,1,No,Made in USA,"Tip: 12.75, Medium Moori tip",Ferrule: Ivorene 3 ,"Shaft: 29"" McDermott I2 Inner Carbon Technology, 10-12"" pro taper",Joint: Flat faced wood-to-wood,Pin: McDermott Quick-Release,Rings: Black collar with gold rings encasing cream band,Collar: Stainless Steel,Forearm: Cocobolo wood with Box Elder Burl and cream floating points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Cocobolo wood with Box Elder Burl and cream floating inlays,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G701 20.0 ,G701,20.0,G701.JPG,G701.JPG,YES,McDermott Cues,McDermott - G701 ,20 oz. ,1.4,$735.00,$624.75,15%,$404.25,0,0,0,1,No,Made in USA,"Tip: 12.75, Medium Moori tip",Ferrule: Ivorene 3 ,"Shaft: 29"" McDermott I2 Inner Carbon Technology, 10-12"" pro taper",Joint: Flat faced wood-to-wood,Pin: McDermott Quick-Release,Rings: Black collar with gold rings encasing cream band,Collar: Stainless Steel,Forearm: Cocobolo wood with Box Elder Burl and cream floating points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Cocobolo wood with Box Elder Burl and cream floating inlays,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G701 21.0 ,G701,21.0,G701.JPG,G701.JPG,YES,McDermott Cues,McDermott - G701 ,21 oz. ,1.4,$735.00,$624.75,15%,$404.25,0,0,0,1,No,Made in USA,"Tip: 12.75, Medium Moori tip",Ferrule: Ivorene 3 ,"Shaft: 29"" McDermott I2 Inner Carbon Technology, 10-12"" pro taper",Joint: Flat faced wood-to-wood,Pin: McDermott Quick-Release,Rings: Black collar with gold rings encasing cream band,Collar: Stainless Steel,Forearm: Cocobolo wood with Box Elder Burl and cream floating points,Wrap: Lizard embossed Italian leather wrap,Sleeve: Cocobolo wood with Box Elder Burl and cream floating inlays,Plate: Black with gold McDermott logo,Bumper: Black rubber McDermott logo,Weight Adjustable: Yes- McDermott weight bolt,Additional Info,Lifetime warranty,,
G708 18.0 ,G708,18.0,G708.jpg,G708.jpg,YES,McDermott Cues,McDermott - G708 ,18 oz ,1.4,$790.00,$671.50,15%,$434.50,0,0,0,1,NO,Made in USA ,"Tip: 12.75mm, Kamuii Soft","Ferrule: 1/4"" Ivorene ","Shaft: 29"" Intimidator 2 shaft ",Joint: Flat faced wood-to-wood,Pin: 3/8 x10,Rings: Black collar with Cocobolo rings,Collar: Stainless steel,Forearm: Birdseye Maple with Cocobolo points and Green burl diamond inlays ,Wrap: None- Birdseye maple with floating Cocobolo and green burl inlays,Sleeve: Birdseye maple,Plate: Black high impact urethane,Bumper: Black rubber McDermott logo,Weight Adjustable Yes- McDermott weight bolt,Additional Info Lifetime warranty,,,
G708 19.0 ,G708,19.0,G708.jpg,G708.jpg,YES,McDermott Cues,McDermott - G708 ,19 oz ,1.4,$790.00,$671.50,15%,$434.50,0,0,0,1,NO,Made in USA ,"Tip: 12.75mm, Kamuii Soft","Ferrule: 1/4"" Ivorene ","Shaft: 29"" Intimidator 2 shaft ",Joint: Flat faced wood-to-wood,Pin: 3/8 x10,Rings: Black collar with Cocobolo rings,Collar: Stainless steel,Forearm: Birdseye Maple with Cocobolo points and Green burl diamond inlays ,Wrap: None- Birdseye maple with floating Cocobolo and green burl inlays,Sleeve: Birdseye maple,Plate: Black high impact urethane,Bumper: Black rubber McDermott logo,Weight Adjustable Yes- McDermott weight bolt,Additional Info Lifetime warranty,,,
G708 20.0 ,G708,20.0,G708.jpg,G708.jpg,YES,McDermott Cues,McDermott - G708 ,20 oz ,1.4,$790.00,$671.50,15%,$434.50,0,0,0,1,NO,Made in USA ,"Tip: 12.75mm, Kamuii Soft","Ferrule: 1/4"" Ivorene ","Shaft: 29"" Intimidator 2 shaft ",Joint: Flat faced wood-to-wood,Pin: 3/8 x10,Rings: Black collar with Cocobolo rings,Collar: Stainless steel,Forearm: Birdseye Maple with Cocobolo points and Green burl diamond inlays ,Wrap: None- Birdseye maple with floating Cocobolo and green burl inlays,Sleeve: Birdseye maple,Plate: Black high impact urethane,Bumper: Black rubber McDermott logo,Weight Adjustable Yes- McDermott weight bolt,Additional Info Lifetime warranty,,,
G708 21.0 ,G708,21.0,G708.jpg,G708.jpg,YES,McDermott Cues,McDermott - G708 ,21 oz ,1.4,$790.00,$671.50,15%,$434.50,0,0,0,1,NO,Made in USA ,"Tip: 12.75mm, Kamuii Soft","Ferrule: 1/4"" Ivorene ","Shaft: 29"" Intimidator 2 shaft ",Joint: Flat faced wood-to-wood,Pin: 3/8 x10,Rings: Black collar with Cocobolo rings,Collar: Stainless steel,Forearm: Birdseye Maple with Cocobolo points and Green burl diamond inlays ,Wrap: None- Birdseye maple with floating Cocobolo and green burl inlays,Sleeve: Birdseye maple,Plate: Black high impact urethane,Bumper: Black rubber McDermott logo,Weight Adjustable Yes- McDermott weight bolt,Additional Info Lifetime warranty,,,
GA29CRIB ,GA29CRIB,,GA29CRIB.JPG,GA29CRIB.JPG,,Gameroom Accessories,Cribbage Board - 29 Shape ,,0.5,$14.95,,,$7.50,0,0,0,1,No,Made in China ,Cribbage with a twist,same game shaped as the number 29,,,,,,,,,,,,,,,
GADC ,GADC,,GADC.JPG,GADC.JPG,,Gameroom Accessories,Dice Cup ,,0.25,$10.95,,,$5.25,0,0,0,1,No,Made in China ,Dice cup,Includes 5 dice,,,,,,,,,,,,,,,
GADESB ,GADESB,,GADESB.JPG,GADESB.JPG,,Gameroom Accessories,Dry Erase Score Board - Darts ,,2,$13.95,,,$6.95,0,0,0,1,No,Made in China ,Dry Erase Cricket Scoreboard,,,,,,,,,,,,,,,,
GALTB ,GALTB,,GALTB.JPG,GALTB.JPG,,Gameroom Accessories,Leather Tally Bottle ,,0.2,$14.95,,,$6.95,0,0,0,1,No,Made in China ,Leather tally bottle,Games of pea pool,,,,,,,,,,,,,,,
GAPAD ,GAPAD,,GAPAD.JPG,GAPAD.JPG,,Gameroom Accessories,Air Hockey Goalie Handle ,,0.5,$6.99,,,$2.50,0,0,0,1,No,Made in China ,Air Hockey Pad,,,,,,,,,,,,,,,,
GAPBPP ,GAPBPP,,GAPBPP.JPG,GAPBPP.JPG,,Gameroom Accessories,Plastic Pill Bottle Set ,,0.3,$6.99,,,$2.50,0,0,0,1,No,Made in China ,Plastic tally bottle,Peas for pea pool and those tournament draws,,,,,,,,,,,,,,,
GAPBR ,GAPBR,,GAPBR.JPG,GAPBR.JPG,,Gameroom Accessories,Pill Balls - Red ,,0.2,$3.50,,,$1.75,0,0,0,1,No,Made in China ,Red pill balls,Numbered 1 through 16,,,,,,,,,,,,,,,
GAPBW ,GAPBW,,GAPBW.JPG,GAPBW.JPG,,Gameroom Accessories,Pill Balls - White ,,0.2,$3.50,,,$1.75,0,0,0,1,No,Made in China ,White pill balls,Numbered 1 through 16,,,,,,,,,,,,,,,
GAPR ,GAPR,,GAPR.JPG,GAPR.JPG,,Gameroom Accessories,POCKET REDUCERS ,,1.5,$39.95,,,$24.95,0,0,0,1,No,Made in USA ,Set of 6 spring loaded pocket reducers,Decrease the width of your pool tables pockets to increase aim and make it harder to make shots. ,Great training tool,,,,,,,,,,,,,,
GAPSB ,GAPSB,,GAPSB.JPG,GAPSB.JPG,,Gameroom Accessories,Plastic Scoring Beads ,,0.5,$13.99,,,$6.95,0,0,0,1,No,Made in China ,Plastic scoring beads,,,,,,,,,,,,,,,,
GAPUCK ,GAPUCK,,GAPUCK.JPG,GAPUCK.JPG,,Gameroom Accessories,Air Hockey Puck ,,0.25,$5.95,,,$1.25,0,0,0,1,No,Made in China ,Air Hockey Puck,,,,,,,,,,,,,,,,
GASBCL ,GASBCL,,GASBCL.JPG,GASBCL.JPG,YES,Gameroom Accessories,Shuffleboard Cleaner ,,0,$17.95,,,$9.95,0,0,0,1,No,Made in China,Sun Glo Shuffleboard cleaner,19oz ,Heavy duty performance,Foaming Action,Cleans residues and deposits,,,,,,,,,,,,
GASBP_ECO ,GASBP_ECO,,GASBP_ECO.JPG,GASBP_ECO.JPG,YES,Gameroom Accessories,Economy Shuffle Board Pucks ,Set of 8 (4 Blue/4 Red) ,5.5,$89.95,,,$44.50,0,0,0,1,No,Made in China,Economy shuffleboard pucks,Considered smaller sized weights,"2 1/8"" in diameter",Typically used for 9 to 12 foot tables,Comes with four blue and four red pucks,,,,,,,,,,,,
GASBP_PREM ,GASBP_PREM,,GASBP_PREM.JPG,GASBP_PREM.JPG,YES,Gameroom Accessories,Premium Sunglo Shuffle Board Pucks,Set of 8 (4 Blue/4 Red) ,6,$185.00,,,$108.95,0,0,0,1,No,Made in China,Premium- Spangle Deluxe made by Sun Glo,Considered large size weights,"2 5/16"" in diameter",Typically used for 14 to 22 foot tables,Comes with four blue and four red pucks,,,,,,,,,,,,
GASBPCAP BLUE ,GASBPCAP,BLUE,GASBPCAP.JPG,GASBPCAP.JPG,YES,Gameroom Accessories,Economy Shuffle Board Puck Replacement Caps ,Blue ,0.05,$2.99,,,$1.50,0,0,0,1,No,Made in China,Economy shuffleboard replacement plastic caps,Available in Red or Blue,,,,,,,,,,,,,,,
GASBPCAP RED ,GASBPCAP,RED,GASBPCAP.JPG,GASBPCAP.JPG,YES,Gameroom Accessories,Economy Shuffle Board Puck Replacement Caps ,Red ,0.05,$2.99,,,$1.50,0,0,0,1,No,Made in China,Economy shuffleboard replacement plastic caps,Available in Red or Blue,,,,,,,,,,,,,,,
GASBW ,GASBW,,GASBW.JPG,GASBW.JPG,YES,Gameroom Accessories,Shuffleboard Board Wipe ,,1.25,$31.00,,,$18.75,0,0,0,1,No,Made in China,Sun Glo Shuffleboard sweep,"2 3/4""x 21""",Wooden handle with cream carpet,,,,,,,,,,,,,,
GASBWDC ,GASBWDC,,GASBWDC.JPG,GASBWDC.JPG,,Gameroom Accessories,Score Board - Chocolate ,,3,$42.95,,,$20.95,0,0,0,1,No,Made in China ,Straight Pool or Consecutive matches wooden scoring board,Chocolate Stain,,,,,,,,,,,,,,,
GASBWDH ,GASBWDH,,GASBWDH.JPG,GASBWDH.JPG,,Gameroom Accessories,Score Board - Honey ,,3,$42.95,,,$20.95,0,0,0,1,No,Made in China ,Straight Pool or Consecutive matches wooden scoring board,Honey Stain,,,,,,,,,,,,,,,
GASBWDMI ,GASBWDMI,,GASBWDMI.JPG,GASBWDMI.JPG,,Gameroom Accessories,Score Board - Midnight ,,3,$42.95,,,$20.95,0,0,0,1,No,Made in China ,Straight Pool or Consecutive matches wooden scoring board,Midnight Stain,,,,,,,,,,,,,,,
GASBWDW ,GASBWDW,,GASBWDW.JPG,GASBWDW.JPG,,Gameroom Accessories,Score Board - Wine ,,3,$42.95,,,$20.95,0,0,0,1,No,Made in China ,Straight Pool or Consecutive matches wooden scoring board,Wine Stain,,,,,,,,,,,,,,,
GASCRIB ,GASCRIB,,GASCRIB.JPG,GASCRIB.JPG,,Gameroom Accessories,Cribbage Board - Straight ,,0.5,$13.95,,,$8.95,0,0,0,1,No,Made in China ,Cribbage board,,,,,,,,,,,,,,,,
GASHF5 ,GASHF5 ,,GASHF5.JPG ,GASHF5.JPG ,,Gameroom Accessories,Shuffleboard Powder - Speed 5 ,Five Star ,1.15,$4.95,,,$2.95,0,0,0,1,No,Made in USA,Sunglow Shuffleboard Powder/wax,#2 Speed wax,Recommended for a faster shuffleboard game,Works great for tables that are 14 to 22 feet long,,,,,,,,,,,,,
GASHG2 ,GASHG2 ,,GASHG2.JPG ,GASHG2.JPG ,,Gameroom Accessories,Shuffleboard Powder - Speed 2 ,Tournament Gold ,1.15,$6.95,,,$4.25,0,0,0,1,No,Made in USA,Sunglow Shuffleboard Powder/wax,#5 Speed Wax,Recommended for a medium fast game,Works great for tables that are 9 to 12 feet long,,,,,,,,,,,,,
GASHSS ,GASHSS ,,GASHSS.JPG ,GASHSS.JPG ,,Gameroom Accessories,Shuffleboard Silicone Spray ,,1.15,$12.95,,,$7.75,0,0,0,1,No,Made in USA,Pro Series Shuffleboard Silicone,Holds powder in place and prevents tracking,Improves powder duration and uniformity,Precise fan spray control,,,,,,,,,,,,,
GAWSB ,GAWSB ,,GAWSB.JPG,GAWSB.JPG,,Gameroom Accessories,Wooden Scoring Beads ,,1,$24.95,,,$12.95,0,0,0,1,No,Made in China ,Wood scoring beads,,,,,,,,,,,,,,,,
GEM03 18.0 ,GEM03,18.0,GEM03.JPG,GEM03.JPG,,5280 Cues,5280 - Gem Stones 3 ,18.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Bacote,Wrap: Black Leather wrap,Sleeve: Bacote,Plate: Bacote wood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM03 19.0 ,GEM03,19.0,GEM03.JPG,GEM03.JPG,,5280 Cues,5280 - Gem Stones 3 ,19.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Bacote,Wrap: Black Leather wrap,Sleeve: Bacote,Plate: Bacote wood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM03 20.0 ,GEM03,20.0,GEM03.JPG,GEM03.JPG,,5280 Cues,5280 - Gem Stones 3 ,20.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Bacote,Wrap: Black Leather wrap,Sleeve: Bacote,Plate: Bacote wood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM03 21.0 ,GEM03,21.0,GEM03.JPG,GEM03.JPG,,5280 Cues,5280 - Gem Stones 3 ,21.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Bacote,Wrap: Black Leather wrap,Sleeve: Bacote,Plate: Bacote wood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM04 18.0 ,GEM04,18.0,GEM04.JPG,GEM04.JPG,,5280 Cues,5280 - Gem Stones 4 ,18.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Rosewood,Wrap: Black Saddle Wrap,Sleeve: Rosewood,Plate: Rosewood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM04 19.0 ,GEM04,19.0,GEM04.JPG,GEM04.JPG,,5280 Cues,5280 - Gem Stones 4 ,19.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Rosewood,Wrap: Black Saddle Wrap,Sleeve: Rosewood,Plate: Rosewood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM04 20.0 ,GEM04,20.0,GEM04.JPG,GEM04.JPG,,5280 Cues,5280 - Gem Stones 4 ,20.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Rosewood,Wrap: Black Saddle Wrap,Sleeve: Rosewood,Plate: Rosewood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
GEM04 21.0 ,GEM04,21.0,GEM04.JPG,GEM04.JPG,,5280 Cues,5280 - Gem Stones 4 ,21.0 oz,1.4,$199.00,$169.15,15%,$99.50,0,0,0,1,No,Made in China ,Tip: 5280 RLT (red line tip) made by Tiger 13mm 7 layered pigskin tip , Ferrule: Ivorene-3 fiber linen,"Shaft: AAA grade Canadian hard rock maple, 29"" with 13"" pro taper and black with thin silver ring",Joint: Unique 5280 joint is polished stainless steel that seals contact with the shaft for a perfect fit every time, Pin: 5280 SP-38,,Ring: 4 sets of black and birdseye maple with crystal gem inlays , Collar: None,Forearm: Rosewood,Wrap: Black Saddle Wrap,Sleeve: Rosewood,Plate: Rosewood with 5280 logo , Bumper: New designed black rubber. It's wider and made to protect the butt cap,,,,
